stkcd,year,ind
600579,2020,C35
600579,2021,C35
600579,2022,C35
600579,2023,C35
600580,2008,C38
600580,2009,C38
600580,2010,C38
600580,2011,C38
600580,2012,C38
600580,2013,C38
600580,2014,C38
600580,2015,C38
600580,2016,C38
600580,2017,C38
600580,2018,C38
600580,2019,C38
600580,2020,C38
600580,2021,C38
600580,2022,C38
600580,2023,C38
600581,2008,C31
600581,2009,C31
600581,2010,C31
600581,2011,C31
600581,2012,C31
600581,2013,C31
600581,2014,C31
600581,2017,C31
600581,2018,C31
600581,2019,C31
600581,2020,C31
600581,2021,C31
600581,2022,C31
600581,2023,C31
600582,2008,C35
600582,2009,C35
600582,2010,C35
600582,2011,C35
600582,2012,C35
600582,2013,C35
600582,2014,C35
600582,2015,C35
600582,2016,C35
600582,2017,C35
600582,2018,C35
600582,2019,C35
600582,2020,C35
600582,2021,C35
600582,2022,C35
600582,2023,C35
600583,2008,B
600583,2009,B
600583,2010,B
600583,2011,B
600583,2012,B
600583,2013,B
600583,2014,B
600583,2015,B
600583,2016,B
600583,2017,B
600583,2018,B
600583,2019,B
600583,2020,B
600583,2021,B
600583,2022,B
600583,2023,B
600584,2008,C39
600584,2009,C39
600584,2010,C39
600584,2011,C39
600584,2012,C39
600584,2013,C39
600584,2014,C39
600584,2015,C39
600584,2016,C39
600584,2017,C39
600584,2018,C39
600584,2019,C39
600584,2020,C39
600584,2021,C39
600584,2022,C39
600584,2023,C39
600585,2008,C30
600585,2009,C30
600585,2010,C30
600585,2011,C30
600585,2012,C30
600585,2013,C30
600585,2014,C30
600585,2015,C30
600585,2016,C30
600585,2017,C30
600585,2018,C30
600585,2019,C30
600585,2020,C30
600585,2021,C30
600585,2022,C30
600585,2023,C30
600586,2008,C30
600586,2009,C30
600586,2010,C30
600586,2011,C30
600586,2012,C30
600586,2013,C30
600586,2014,C30
600586,2015,C30
600586,2016,C30
600586,2017,C30
600586,2018,C30
600586,2019,C30
600586,2020,C30
600586,2021,C30
600586,2022,C30
600586,2023,C30
600587,2008,C35
600587,2009,C35
600587,2010,C35
600587,2011,C35
600587,2012,C35
600587,2013,C35
600587,2014,C35
600587,2015,C35
600587,2016,C35
600587,2017,C35
600587,2018,C35
600587,2019,C35
600587,2020,C35
600587,2021,C35
600587,2022,C35
600587,2023,C35
600588,2008,I
600588,2009,I
600588,2010,I
600588,2011,I
600588,2012,I
600588,2013,I
600588,2014,I
600588,2015,I
600588,2016,I
600588,2017,I
600588,2018,I
600588,2019,I
600588,2020,I
600588,2021,I
600588,2022,I
600588,2023,I
600589,2008,C29
600589,2009,C29
600589,2010,C29
600589,2011,C29
600589,2012,C26
600589,2013,C26
600589,2014,C26
600589,2015,C26
600589,2016,C26
600589,2017,C26
600589,2018,C26
600589,2019,C26
600589,2020,C26
600590,2008,C38
600590,2009,C38
600590,2010,C38
600590,2011,C38
600590,2012,C38
600590,2013,C38
600590,2014,C38
600590,2015,C38
600590,2016,C38
600590,2017,C38
600590,2018,C38
600590,2019,C38
600590,2020,C38
600590,2021,C38
600590,2022,C38
600590,2023,C38
600591,2008,G
600592,2008,C34
600592,2009,C34
600592,2010,C34
600592,2011,C34
600592,2012,C34
600592,2013,C34
600592,2014,C34
600592,2015,C34
600592,2016,C34
600592,2017,C34
600592,2018,C34
600592,2019,C34
600592,2020,C34
600592,2021,C34
600592,2022,C34
600592,2023,C34
600593,2008,L
600593,2009,L
600593,2010,L
600593,2011,L
600593,2012,N
600593,2013,N
600593,2014,N
600593,2015,N
600593,2016,N
600593,2017,N
600593,2018,N
600593,2019,N
600593,2020,N
600593,2022,N
600593,2023,N
600594,2008,C27
600594,2009,C27
600594,2010,C27
600594,2011,C27
600594,2012,C27
600594,2013,C27
600594,2014,C27
600594,2015,C27
600594,2016,C27
600594,2017,C27
600594,2018,C27
600594,2019,C27
600594,2020,C27
600594,2021,C27
600594,2022,C27
600594,2023,C27
600595,2008,C32
600595,2009,C32
600595,2010,C32
600595,2011,C32
600595,2012,C32
600595,2013,C32
600595,2014,C32
600595,2015,C32
600595,2016,C32
600595,2017,C32
600595,2018,C32
600595,2022,C32
600595,2023,C32
600596,2008,C26
600596,2009,C26
600596,2010,C26
600596,2011,C26
600596,2012,C26
600596,2013,C26
600596,2014,C26
600596,2015,C26
600596,2016,C26
600596,2017,C26
600596,2018,C26
600596,2019,C26
600596,2020,C26
600596,2021,C26
600596,2022,C26
600596,2023,C26
600597,2008,C13
600597,2009,C13
600597,2010,C13
600597,2011,C13
600597,2012,C14
600597,2013,C14
600597,2014,C14
600597,2015,C14
600597,2016,C14
600597,2017,C14
600597,2018,C14
600597,2019,C14
600597,2020,C14
600597,2021,C14
600597,2022,C14
600597,2023,C14
600598,2008,A
600598,2009,A
600598,2010,A
600598,2011,A
600598,2012,A
600598,2013,A
600598,2015,A
600598,2016,A
600598,2017,A
600598,2018,A
600598,2019,A
600598,2020,A
600598,2021,A
600598,2022,A
600598,2023,A
600599,2008,C26
600599,2009,C26
600599,2010,C26
600599,2011,C26
600599,2012,C26
600599,2013,C26
600599,2014,C26
600599,2015,C26
600600,2008,C15
600600,2009,C15
600600,2010,C15
600600,2011,C15
600600,2012,C15
600600,2013,C15
600600,2014,C15
600600,2015,C15
600600,2016,C15
600600,2017,C15
600600,2018,C15
600600,2019,C15
600600,2020,C15
600600,2021,C15
600600,2022,C15
600600,2023,C15
600601,2008,C39
600601,2009,C39
600601,2010,C39
600601,2011,C39
600601,2012,C39
600601,2013,C39
600601,2014,C39
600601,2015,C39
600601,2016,C39
600601,2017,C39
600601,2018,C39
600601,2019,C39
600601,2020,C39
600601,2023,C39
600602,2008,C39
600602,2009,C39
600602,2010,C39
600602,2011,C39
600602,2012,C39
600602,2013,C39
600602,2014,C39
600602,2015,C39
600602,2016,I
600602,2017,I
600602,2018,I
600602,2019,I
600602,2020,I
600602,2021,I
600602,2022,I
600602,2023,I
600603,2014,S
600603,2017,S
600603,2018,S
600603,2019,S
600603,2020,S
600603,2021,S
600603,2022,S
600603,2023,S
600604,2012,K
600604,2013,K
600604,2014,K
600604,2015,K
600604,2016,K
600604,2017,K
600604,2018,K
600604,2019,K
600604,2020,K
600604,2021,K
600604,2022,K
600604,2023,K
600605,2008,C34
600605,2009,C34
600605,2010,C34
600605,2011,C34
600605,2012,F
600605,2013,F
600605,2014,F
600605,2015,F
600605,2016,F
600605,2017,F
600605,2018,F
600605,2019,F
600605,2020,F
600605,2021,F
600605,2022,F
600605,2023,F
600606,2008,K
600606,2009,K
600606,2010,K
600606,2011,K
600606,2012,K
600606,2013,K
600606,2014,K
600606,2015,K
600606,2016,K
600606,2017,K
600606,2018,K
600606,2019,K
600606,2020,K
600606,2021,E
600606,2022,E
600606,2023,E
600607,2008,S
600608,2013,C31
600609,2008,C36
600609,2009,C36
600609,2012,C36
600609,2013,C36
600609,2014,C36
600609,2015,C36
600609,2016,C36
600609,2017,C36
600609,2018,C36
600609,2019,C36
600609,2020,C36
600609,2021,C36
600609,2022,C36
600609,2023,C36
600610,2012,C35
600610,2013,C35
600610,2015,E
600610,2016,E
600610,2017,E
600610,2021,C26
600610,2022,C26
600610,2023,C26
600611,2008,N
600611,2009,N
600611,2010,N
600611,2011,N
600611,2012,G
600611,2013,G
600611,2014,G
600611,2015,G
600611,2016,G
600611,2017,G
600611,2018,G
600611,2019,G
600611,2020,G
600611,2021,G
600611,2022,G
600611,2023,G
600612,2008,C41
600612,2009,C41
600612,2010,C41
600612,2011,C41
600612,2012,C41
600612,2013,C41
600612,2014,C41
600612,2015,C41
600612,2016,C41
600612,2017,C41
600612,2018,C41
600612,2019,C41
600612,2020,C41
600612,2021,C41
600612,2022,C41
600612,2023,C41
600613,2008,I
600613,2009,I
600613,2010,I
600613,2011,I
600613,2012,C27
600613,2013,C27
600613,2014,C27
600613,2015,C27
600613,2016,C27
600613,2017,C27
600613,2018,C27
600613,2019,C27
600613,2020,C27
600613,2021,C27
600613,2022,C27
600613,2023,C27
600614,2008,C29
600614,2009,C29
600614,2010,C29
600614,2011,C29
600614,2012,C27
600614,2013,C27
600614,2014,C27
600614,2015,C32
600614,2016,C32
600614,2017,C42
600614,2018,C42
600615,2008,K
600615,2009,K
600615,2010,K
600615,2011,K
600615,2012,K
600615,2013,K
600615,2014,C33
600615,2015,C33
600615,2016,C33
600615,2017,C33
600615,2018,C33
600615,2019,C33
600615,2020,C33
600615,2022,C33
600615,2023,C33
600616,2008,C15
600616,2009,C15
600616,2010,C15
600616,2011,C15
600616,2012,C15
600616,2013,C15
600616,2014,C15
600616,2015,C15
600616,2016,C15
600616,2017,C15
600616,2018,C15
600616,2019,C15
600616,2020,C15
600616,2021,C15
600616,2022,C15
600616,2023,C15
600617,2014,D
600617,2015,D
600617,2016,D
600617,2017,D
600617,2018,D
600617,2019,D
600617,2020,D
600617,2021,D
600617,2022,D
600617,2023,D
600618,2008,C26
600618,2009,C26
600618,2010,C26
600618,2011,C26
600618,2012,C26
600618,2013,C26
600618,2014,C26
600618,2015,C26
600618,2016,C26
600618,2017,C26
600618,2018,C26
600618,2019,C26
600618,2020,C26
600618,2021,C26
600618,2022,C26
600618,2023,C26
600619,2008,C38
600619,2009,C38
600619,2010,C38
600619,2011,C38
600619,2012,C34
600619,2013,C34
600619,2014,C34
600619,2015,C34
600619,2016,C34
600619,2017,C34
600619,2018,C34
600619,2019,C34
600619,2020,C34
600619,2021,C34
600619,2022,C34
600619,2023,C34
600620,2008,S
600620,2009,S
600620,2010,K
600620,2011,K
600620,2012,S
600620,2013,S
600620,2014,S
600620,2015,S
600620,2016,S
600620,2017,S
600620,2018,S
600620,2019,S
600620,2020,S
600620,2021,S
600620,2022,S
600620,2023,S
600621,2008,C39
600621,2009,C39
600621,2010,C39
600621,2011,C39
600621,2012,K
600621,2013,K
600621,2014,K
600621,2015,K
600621,2016,K
600622,2008,S
600622,2009,S
600622,2010,S
600622,2011,S
600622,2012,K
600622,2013,K
600622,2014,K
600622,2015,K
600622,2016,K
600622,2017,K
600622,2018,K
600622,2019,K
600622,2020,K
600622,2021,K
600622,2022,K
600622,2023,K
600623,2008,C29
600623,2009,C29
600623,2010,C29
600623,2011,C29
600623,2012,C29
600623,2013,C29
600623,2014,C29
600623,2015,C26
600623,2016,C26
600623,2017,C26
600623,2018,C26
600623,2019,C26
600623,2020,C26
600623,2021,C26
600623,2022,C26
600623,2023,C26
600624,2008,S
600624,2009,S
600624,2010,S
600624,2011,S
600624,2012,S
600624,2013,S
600624,2014,S
600624,2015,S
600624,2016,S
600624,2017,S
600624,2018,S
600624,2019,S
600624,2020,S
600624,2021,C27
600624,2022,C27
600624,2023,C27
600626,2008,C17
600626,2009,C17
600626,2010,K
600626,2011,K
600626,2012,F
600626,2013,F
600626,2014,F
600626,2015,F
600626,2016,F
600626,2017,F
600626,2018,F
600626,2019,F
600626,2020,F
600626,2021,C17
600626,2022,C17
600626,2023,C17
600628,2008,F
600628,2009,F
600628,2010,F
600628,2011,F
600628,2012,F
600628,2013,F
600628,2014,F
600628,2015,F
600628,2016,F
600628,2017,F
600628,2018,F
600628,2019,F
600628,2020,F
600628,2021,F
600628,2022,F
600628,2023,F
600629,2008,C30
600629,2009,C30
600629,2010,C30
600629,2011,C30
600629,2012,C38
600629,2013,C38
600629,2014,C30
600629,2015,M
600629,2016,M
600629,2017,M
600629,2018,M
600629,2019,M
600629,2020,M
600629,2021,M
600629,2022,M
600629,2023,M
600630,2008,C17
600630,2009,C17
600630,2010,C17
600630,2011,C17
600630,2012,C17
600630,2013,C17
600630,2014,C17
600630,2015,C17
600630,2016,C17
600630,2017,C17
600630,2018,C17
600630,2019,C17
600630,2020,C17
600630,2021,C17
600630,2022,C17
600630,2023,C17
600631,2008,F
600631,2009,F
600631,2010,F
600633,2008,C26
600633,2011,R
600633,2012,R
600633,2013,R
600633,2014,R
600633,2015,R
600633,2016,R
600633,2017,R
600633,2018,I
600633,2019,I
600633,2020,I
600633,2021,I
600633,2022,I
600633,2023,I
600634,2008,K
600634,2009,K
600634,2014,C30
600634,2015,C30
600634,2016,C30
600634,2017,I
600635,2008,S
600635,2009,S
600635,2010,N
600635,2011,N
600635,2012,D
600635,2013,D
600635,2014,D
600635,2015,D
600635,2016,D
600635,2017,D
600635,2018,D
600635,2019,D
600635,2020,D
600635,2021,D
600635,2022,D
600635,2023,D
600636,2008,C26
600636,2009,C26
600636,2010,C26
600636,2011,C26
600636,2012,C26
600636,2013,C26
600636,2014,C26
600636,2015,C26
600636,2016,C26
600636,2018,C26
600636,2019,C26
600636,2020,C26
600636,2021,I
600636,2022,I
600636,2023,I
600637,2008,C39
600637,2009,C39
600637,2010,C39
600637,2011,C39
600637,2012,I
600637,2013,I
600637,2014,I
600637,2015,I
600637,2016,I
600637,2017,I
600637,2018,I
600637,2019,I
600637,2020,I
600637,2021,I
600637,2022,I
600637,2023,I
600638,2008,K
600638,2009,K
600638,2010,K
600638,2011,K
600638,2012,K
600638,2013,K
600638,2014,K
600638,2015,K
600638,2016,K
600638,2017,K
600638,2018,K
600638,2019,K
600638,2020,K
600638,2021,K
600638,2022,K
600638,2023,K
600639,2008,K
600639,2009,K
600639,2010,K
600639,2011,K
600639,2012,K
600639,2013,K
600639,2014,K
600639,2015,K
600639,2016,K
600639,2017,K
600639,2018,K
600639,2019,K
600639,2020,K
600639,2021,K
600639,2022,K
600639,2023,K
600640,2008,I
600640,2009,I
600640,2010,I
600640,2011,I
600640,2012,L
600640,2013,L
600640,2014,L
600640,2015,L
600640,2016,L
600640,2017,L
600640,2018,I
600640,2019,I
600640,2020,I
600640,2021,I
600640,2022,I
600640,2023,I
600641,2008,K
600641,2009,K
600641,2010,K
600641,2011,K
600641,2012,K
600641,2013,K
600641,2014,K
600641,2015,K
600641,2016,K
600641,2017,K
600641,2018,K
600641,2019,K
600641,2020,K
600641,2021,K
600641,2022,K
600641,2023,K
600642,2008,D
600642,2009,D
600642,2010,D
600642,2011,D
600642,2012,D
600642,2013,D
600642,2014,D
600642,2015,D
600642,2016,D
600642,2017,D
600642,2018,D
600642,2019,D
600642,2020,D
600642,2021,D
600642,2022,D
600642,2023,D
600643,2008,S
600643,2009,S
600643,2010,S
600643,2011,S
600644,2008,D
600644,2009,D
600644,2010,D
600644,2011,D
600644,2012,D
600644,2013,D
600644,2014,D
600644,2016,D
600644,2017,D
600644,2018,D
600644,2019,D
600644,2020,D
600644,2021,D
600644,2022,D
600644,2023,D
600645,2012,M
600645,2013,M
600645,2014,M
600645,2015,M
600645,2016,M
600645,2017,M
600645,2018,M
600645,2019,M
600645,2020,M
600645,2021,M
600645,2022,M
600645,2023,M
600647,2008,S
600647,2009,S
600647,2010,S
600647,2011,S
600647,2012,K
600647,2013,K
600647,2014,K
600647,2015,F
600647,2016,F
600647,2017,F
600647,2018,F
600647,2019,F
600647,2020,F
600647,2021,F
600647,2022,F
600648,2008,K
600648,2009,K
600648,2010,K
600648,2011,K
600648,2012,F
600648,2013,F
600648,2014,F
600648,2015,F
600648,2016,F
600648,2017,F
600648,2018,F
600648,2019,F
600648,2020,F
600648,2021,F
600648,2022,F
600648,2023,F
600649,2008,S
600649,2009,S
600649,2010,S
600649,2011,S
600649,2012,K
600649,2013,K
600649,2014,K
600649,2015,K
600649,2016,K
600649,2017,K
600649,2018,K
600649,2019,K
600649,2020,K
600649,2021,K
600649,2022,K
600649,2023,K
600650,2008,G
600650,2009,G
600650,2010,G
600650,2011,G
600650,2012,G
600650,2013,G
600650,2014,G
600650,2015,G
600650,2016,G
600650,2017,G
600650,2018,G
600650,2019,G
600650,2020,G
600650,2021,G
600650,2022,G
600650,2023,G
600651,2008,C38
600651,2009,C38
600651,2010,C38
600651,2011,C38
600651,2012,C38
600651,2013,C38
600651,2014,C38
600651,2015,C38
600651,2016,C38
600651,2017,C38
600651,2018,C38
600651,2021,C38
600651,2022,C38
600651,2023,C38
600652,2008,S
600652,2009,S
600652,2010,B
600652,2011,B
600652,2012,B
600652,2013,B
600652,2014,B
600652,2015,B
600652,2016,I
600652,2017,I
600652,2018,I
600653,2008,S
600653,2009,S
600653,2010,S
600653,2011,S
600653,2012,F
600653,2013,F
600653,2014,F
600653,2015,F
600653,2016,F
600653,2017,F
600653,2018,F
600653,2019,F
600653,2020,F
600653,2021,F
600653,2022,F
600653,2023,F
600654,2008,C39
600654,2009,C39
600654,2010,C39
600654,2011,C39
600654,2012,C36
600654,2013,C36
600654,2014,C36
600654,2015,I
600654,2016,I
600655,2008,F
600655,2009,F
600655,2010,F
600655,2011,F
600655,2012,F
600655,2013,F
600655,2014,F
600655,2015,F
600655,2016,F
600655,2017,F
600655,2018,F
600655,2019,F
600655,2020,F
600655,2021,F
600655,2022,F
600655,2023,F
600656,2013,F
600657,2009,K
600657,2010,K
600657,2011,K
600657,2012,K
600657,2013,K
600657,2014,K
600657,2015,K
600657,2016,K
600657,2017,K
600657,2018,K
600657,2019,K
600657,2020,K
600657,2021,K
600657,2022,K
600657,2023,K
600658,2008,C39
600658,2009,C39
600658,2010,K
600658,2011,K
600658,2012,K
600658,2013,K
600658,2014,K
600658,2015,K
600658,2016,K
600658,2017,K
600658,2018,K
600658,2019,K
600658,2020,K
600658,2021,K
600658,2022,K
600658,2023,K
600660,2008,C30
600660,2009,C30
600660,2010,C30
600660,2011,C30
600660,2012,C30
600660,2013,C30
600660,2014,C30
600660,2015,C30
600660,2016,C30
600660,2017,C30
600660,2018,C30
600660,2019,C30
600660,2020,C30
600660,2021,C30
600660,2022,C30
600660,2023,C30
600661,2008,S
600661,2009,S
600661,2010,S
600661,2011,S
600661,2012,P
600661,2013,P
600661,2014,P
600661,2015,P
600661,2016,P
600661,2017,P
600661,2018,P
600661,2019,P
600661,2020,P
600661,2021,P
600661,2022,P
600661,2023,P
600662,2008,O
600662,2009,O
600662,2010,O
600662,2011,O
600662,2012,G
600662,2013,G
600662,2014,G
600662,2015,G
600662,2016,G
600662,2017,G
600662,2018,G
600662,2019,G
600662,2020,G
600662,2021,G
600662,2022,G
600662,2023,G
600663,2008,K
600663,2009,K
600663,2010,K
600663,2011,K
600663,2012,K
600663,2013,K
600663,2014,K
600663,2015,K
600663,2016,K
600663,2017,K
600663,2018,K
600663,2019,K
600663,2020,K
600663,2021,K
600663,2022,K
600663,2023,K
600664,2008,C27
600664,2009,C27
600664,2010,C27
600664,2011,C27
600664,2012,C27
600664,2013,C27
600664,2014,C27
600664,2015,C27
600664,2016,C27
600664,2017,C27
600664,2018,C27
600664,2019,C27
600664,2020,C27
600664,2021,C27
600664,2022,C27
600664,2023,C27
600665,2008,K
600665,2009,K
600665,2010,K
600665,2011,K
600665,2012,K
600665,2013,K
600665,2014,K
600665,2015,K
600665,2016,K
600665,2017,K
600665,2018,K
600665,2019,K
600665,2020,K
600665,2021,K
600665,2022,K
600665,2023,K
600666,2008,C27
600666,2009,C27
600666,2010,C27
600666,2011,C27
600666,2012,C27
600666,2013,C27
600666,2014,C27
600666,2015,C27
600666,2016,C39
600666,2017,C39
600666,2018,C39
600667,2008,C28
600667,2009,C28
600667,2010,C28
600667,2011,C28
600667,2012,C39
600667,2013,C39
600667,2014,C39
600667,2015,C39
600667,2016,C39
600667,2017,C39
600667,2018,C39
600667,2019,C39
600667,2020,C39
600667,2021,E
600667,2022,E
600667,2023,E
600668,2008,C30
600668,2009,C30
600668,2010,C30
600668,2011,C30
600668,2012,C30
600668,2013,C27
600668,2014,C30
600668,2015,C30
600668,2016,C30
600668,2017,C30
600668,2018,C30
600668,2019,C30
600668,2020,C30
600668,2021,C30
600668,2022,C30
600668,2023,C30
600671,2008,C27
600671,2009,C27
600671,2010,C27
600671,2013,C27
600671,2014,C27
600671,2015,C27
600671,2016,C27
600671,2017,C27
600671,2018,C27
600671,2019,C27
600673,2008,C39
600673,2009,C39
600673,2010,C39
600673,2011,C39
600673,2012,C33
600673,2013,C33
600673,2014,C33
600673,2015,C33
600673,2016,C33
600673,2017,C33
600673,2018,C33
600673,2019,S
600673,2020,S
600673,2021,S
600673,2022,S
600673,2023,S
600674,2008,D
600674,2009,D
600674,2010,D
600674,2011,D
600674,2012,D
600674,2013,D
600674,2014,D
600674,2015,D
600674,2016,D
600674,2017,D
600674,2018,D
600674,2019,D
600674,2020,D
600674,2021,D
600674,2022,D
600674,2023,D
600675,2008,K
600675,2009,K
600675,2010,K
600675,2011,K
600675,2012,K
600675,2013,K
600675,2014,K
600675,2015,K
600675,2017,K
600675,2018,K
600675,2019,K
600675,2020,K
600675,2021,K
600675,2022,K
600675,2023,K
600676,2008,C36
600676,2009,C36
600676,2010,C36
600676,2011,C36
600676,2012,G
600676,2013,G
600676,2014,G
600676,2015,G
600676,2016,G
600676,2017,G
600676,2018,G
600676,2019,G
600676,2020,G
600676,2021,G
600676,2022,G
600676,2023,G
600677,2008,C17
600677,2009,C17
600677,2010,C17
600677,2011,C17
600677,2012,F
600677,2013,F
600677,2014,F
600677,2015,F
600677,2016,F
600677,2017,F
600677,2018,F
600677,2019,F
600678,2008,C30
600678,2013,C30
600678,2014,C30
600678,2015,C30
600678,2016,C30
600678,2017,C30
600678,2018,C30
600678,2019,C30
600678,2020,C30
600678,2021,C30
600678,2022,C30
600678,2023,C30
600679,2008,C37
600679,2009,C37
600679,2010,C37
600679,2011,C37
600679,2012,C37
600679,2013,C37
600679,2014,C37
600679,2015,C37
600679,2016,C37
600679,2017,C37
600679,2018,C37
600679,2019,C37
600679,2020,C37
600679,2021,C37
600679,2022,C37
600679,2023,C37
600680,2008,C39
600680,2009,C39
600680,2010,C39
600680,2011,C39
600680,2012,C39
600680,2013,C39
600680,2014,C39
600680,2015,C39
600680,2016,C39
600681,2013,E
600681,2014,E
600681,2015,E
600681,2016,D
600681,2017,D
600681,2018,D
600681,2019,D
600681,2020,D
600681,2021,D
600681,2022,D
600681,2023,D
600682,2008,F
600682,2009,F
600682,2010,F
600682,2011,F
600682,2012,F
600682,2013,F
600682,2014,F
600682,2015,F
600682,2016,F
600682,2017,F
600682,2018,F
600682,2019,F
600682,2020,F
600682,2021,F
600682,2022,F
600682,2023,F
600683,2008,F
600683,2009,K
600683,2010,K
600683,2011,K
600683,2012,K
600683,2013,K
600683,2014,K
600683,2015,K
600683,2016,K
600683,2017,K
600683,2018,K
600683,2019,K
600683,2020,K
600683,2021,K
600683,2022,K
600683,2023,K
600684,2008,K
600684,2009,K
600684,2010,K
600684,2011,K
600684,2012,K
600684,2013,K
600684,2014,K
600684,2015,K
600684,2016,K
600684,2017,K
600684,2018,K
600684,2019,K
600684,2020,K
600684,2021,K
600684,2022,K
600684,2023,K
600685,2008,C37
600685,2009,C37
600685,2010,C37
600685,2011,C37
600685,2012,C37
600685,2013,C37
600685,2014,C37
600685,2015,C37
600685,2016,C37
600685,2017,C37
600685,2018,C37
600685,2019,C37
600685,2020,C37
600685,2021,C37
600685,2022,C37
600685,2023,C37
600686,2008,C36
600686,2009,C36
600686,2010,C36
600686,2011,C36
600686,2012,C36
600686,2013,C36
600686,2014,C36
600686,2015,C36
600686,2016,C36
600686,2017,C36
600686,2018,C36
600686,2019,C36
600686,2020,C36
600686,2021,C36
600686,2022,C36
600686,2023,C36
600687,2008,I
600687,2009,S
600687,2010,S
600687,2011,S
600687,2012,F
600687,2013,F
600687,2014,C41
600687,2015,C41
600687,2016,C41
600687,2017,C41
600687,2018,C41
600688,2008,C25
600688,2009,C25
600688,2010,C25
600688,2011,C25
600688,2012,C25
600688,2013,C25
600688,2014,C25
600688,2015,C25
600688,2016,C25
600688,2017,C25
600688,2018,C25
600688,2019,C25
600688,2020,C25
600688,2021,C25
600688,2022,C25
600688,2023,C25
600689,2008,C18
600689,2009,C18
600689,2010,C18
600689,2011,C18
600689,2012,C17
600689,2013,C17
600689,2015,C17
600689,2016,C17
600689,2017,C17
600689,2018,C17
600689,2019,C17
600689,2020,C17
600689,2021,C17
600689,2022,C17
600689,2023,C17
600690,2008,C38
600690,2009,C38
600690,2010,C38
600690,2011,C38
600690,2012,C38
600690,2013,C38
600690,2014,C38
600690,2015,C38
600690,2016,C38
600690,2017,C38
600690,2018,C38
600690,2019,C38
600690,2020,C38
600690,2021,C38
600690,2022,C38
600690,2023,C38
600691,2013,C26
600691,2014,C26
600691,2016,C26
600691,2017,C26
600691,2018,C26
600691,2019,C26
600691,2020,C26
600691,2021,C26
600691,2022,C26
600691,2023,C26
600692,2008,G
600692,2009,G
600692,2010,G
600692,2011,G
600692,2012,G
600692,2013,G
600692,2014,G
600692,2015,G
600692,2016,G
600692,2017,G
600692,2018,G
600692,2019,K
600692,2020,K
600692,2021,K
600692,2022,K
600692,2023,K
600693,2008,F
600693,2009,F
600693,2010,F
600693,2011,F
600693,2012,F
600693,2013,F
600693,2014,F
600693,2015,F
600693,2016,F
600693,2017,F
600693,2018,F
600693,2019,F
600693,2020,F
600693,2021,F
600693,2022,F
600693,2023,F
600694,2008,F
600694,2009,F
600694,2010,F
600694,2011,F
600694,2012,F
600694,2013,F
600694,2014,F
600694,2015,F
600694,2016,F
600694,2017,F
600694,2018,F
600694,2019,F
600694,2020,F
600694,2021,F
600694,2022,F
600694,2023,F
600695,2008,C13
600695,2009,C13
600695,2010,C13
600695,2011,C13
600695,2012,C13
600695,2013,C13
600695,2014,C13
600695,2015,C13
600696,2008,K
600696,2009,K
600696,2010,K
600696,2011,K
600696,2012,K
600696,2013,K
600696,2014,K
600696,2015,K
600696,2016,K
600696,2021,C15
600696,2022,C15
600696,2023,C15
600697,2008,F
600697,2009,F
600697,2010,F
600697,2011,F
600697,2012,F
600697,2013,F
600697,2014,F
600697,2015,F
600697,2016,F
600697,2017,F
600697,2018,F
600697,2019,F
600697,2020,F
600697,2021,F
600697,2022,F
600697,2023,F
600698,2014,C36
600698,2015,C36
600698,2016,C36
600698,2017,C36
600698,2018,C36
600698,2021,C36
600698,2022,C36
600698,2023,C36
600699,2012,C36
600699,2013,C36
600699,2014,C36
600699,2015,C36
600699,2016,C36
600699,2017,C36
600699,2018,C36
600699,2019,C36
600699,2020,C36
600699,2021,C36
600699,2022,C36
600699,2023,C36
600701,2008,S
600701,2010,S
600701,2011,S
600701,2012,S
600701,2013,S
600701,2014,S
600701,2015,S
600701,2017,I
600702,2008,C15
600702,2009,C15
600702,2010,C15
600702,2011,C15
600702,2012,C15
600702,2013,C15
600702,2014,C15
600702,2015,C15
600702,2016,C15
600702,2017,C15
600702,2018,C15
600702,2019,C15
600702,2021,C15
600702,2022,C15
600702,2023,C15
600703,2009,C39
600703,2010,C39
600703,2011,C39
600703,2012,C39
600703,2013,C39
600703,2014,C39
600703,2015,C39
600703,2016,C39
600703,2017,C39
600703,2018,C39
600703,2019,C39
600703,2020,C39
600703,2021,C39
600703,2022,C39
600703,2023,C39
600704,2008,F
600704,2009,F
600704,2010,F
600704,2011,F
600704,2012,F
600704,2013,F
600704,2014,F
600704,2015,F
600704,2016,F
600704,2017,F
600704,2018,F
600704,2019,F
600704,2020,F
600704,2021,F
600704,2022,F
600704,2023,F
600706,2012,N
600706,2013,N
600706,2014,N
600706,2015,N
600706,2016,N
600706,2017,N
600706,2018,N
600706,2019,N
600706,2020,N
600706,2021,N
600706,2022,N
600706,2023,N
600707,2008,C39
600707,2009,C39
600707,2010,C39
600707,2011,C39
600707,2012,C39
600707,2014,C39
600707,2015,C39
600707,2016,C39
600707,2017,C39
600707,2018,C39
600707,2019,C39
600707,2020,C39
600707,2021,C39
600707,2022,C39
600707,2023,C39
600708,2008,G
600708,2009,G
600708,2010,G
600708,2011,G
600708,2012,G
600708,2013,G
600708,2014,G
600708,2015,K
600708,2016,K
600708,2017,K
600708,2018,K
600708,2019,K
600708,2020,K
600708,2021,K
600708,2022,K
600708,2023,K
600710,2008,C35
600710,2009,C35
600710,2010,C35
600710,2011,C35
